11697,14275,14505,Subaru,166.0,2327992
8829,10789,849,Daewoo,219.0,281703
5770,7044,16984,Ford,464.0,3458240
9472,11581,6165,Audi,128.0,1919324
3854,4742,12218,Daewoo,159.0,2327113
9143,11168,3870,LADA,232.0,2008939
1511,1863,4351,LADA,324.0,1172855
5571,6811,4439,Subaru,84.0,968332
4713,5756,18811,BMW,492.0,2257812
9687,11847,2797,Infiniti,161.0,2037411
4705,5746,15788,LADA,437.0,3010417
9057,11059,3694,Mercedez-Benz,305.0,2802741
11045,13500,19860,BMW,324.0,3467883
10863,13283,6931,BMW,340.0,3682258
12270,14970,17409,Mercedez-Benz,351.0,2391506
5614,6857,11666,Infiniti,135.0,1379222
9529,11651,9233,Daewoo,265.0,2987676
3879,4768,4444,Ford,267.0,3470632
5629,6872,18994,BMW,434.0,1521152
9424,11519,311,Daewoo,428.0,281070
5868,7164,2243,LADA,389.0,873927
5800,7079,15508,Subaru,431.0,1428437
8082,9891,4648,Toyota,323.0,2556160
9346,11425,12180,Daewoo,235.0,972800
2466,3033,8201,Toyota,196.0,3270304
1575,1944,10982,Daewoo,182.0,1614878
11635,14199,10265,Subaru,470.0,3674942
2543,3130,3911,Nissan,139.0,3178769
9448,11546,8108,KIA,483.0,576613
7992,9771,10934,Nissan,136.0,1897107
7904,9655,18881,Subaru,449.0,915566
10072,12342,13229,Audi,90.0,1466795
1608,1986,17084,Infiniti,166.0,3884218
265,314,267,KIA,120.0,3921484
9988,12233,13990,Audi,88.0,3851833
11810,14407,19992,Mercedez-Benz,161.0,242095
9983,12228,3555,Audi,346.0,1476963
8813,10773,10379,BMW,472.0,903826
2354,2899,18516,Infiniti,451.0,2625215
8571,10483,15513,BMW,306.0,2649563
11686,14262,4648,Toyota,186.0,2803188
1394,1708,3280,Nissan,264.0,460848
8578,10491,6332,BMW,295.0,2573623
8589,10508,12405,Infiniti,412.0,1796975
2118,2603,19011,Audi,202.0,1408336
9048,11048,13571,BMW,194.0,3857416
1502,1850,14296,BMW,382.0,234227
9817,12012,25,Audi,196.0,1442715
9601,11745,17700,Nissan,286.0,1210486
8875,10842,7403,Subaru,249.0,2531543
8701,10637,13665,Ford,240.0,503419
7778,9498,5805,Mercedez-Benz,398.0,950965
8711,10648,10251,Daewoo,189.0,1363303
1948,2401,1513,BMW,162.0,2483156
8726,10665,6217,Toyota,133.0,946104
2029,2497,902,Mercedez-Benz,101.0,1692331
1819,2248,19235,Subaru,127.0,691907
9101,11110,18129,Infiniti,406.0,832117
9111,11122,3181,BMW,467.0,3425579
2155,2647,14019,LADA,217.0,2254602
1684,2076,11267,Daewoo,442.0,504224
9266,11328,10265,KIA,423.0,928850
1347,1652,18881,Infiniti,136.0,294569
9257,11318,4861,Mercedez-Benz,266.0,1177017
8266,10124,10541,Infiniti,226.0,2215143
2309,2839,5689,Daewoo,78.0,874525
372,443,17115,Audi,430.0,3898698
296,348,5304,LADA,384.0,1958624
2358,2906,12018,Toyota,370.0,1152433
2254,2771,1269,LADA,119.0,3877684
367,437,17115,Daewoo,220.0,1249179
8442,10330,12584,Mercedez-Benz,205.0,1080889
9535,11660,3555,BMW,335.0,3682859
9209,11260,10115,Subaru,498.0,2057988
1380,1694,13176,Audi,276.0,797721
9158,11191,16345,Mercedez-Benz,111.0,2408118
8543,10451,4851,Ford,392.0,394111
11680,14254,7889,BMW,204.0,3994080
8415,10297,6086,BMW,159.0,1060165
8710,10647,18980,KIA,96.0,3295025
6983,8533,2060,Audi,361.0,459107
7758,9470,17547,Mercedez-Benz,87.0,1614403
5573,6813,10050,Subaru,233.0,257313
5576,6816,18442,Daewoo,88.0,3691886
5588,6829,4804,Mercedez-Benz,251.0,292117
5607,6850,2730,BMW,424.0,1927181
5610,6853,11243,Infiniti,338.0,1722643
11492,14021,7339,KIA,138.0,856896
728,890,8445,Nissan,358.0,1366795
5710,6966,17150,LADA,473.0,3214212
5756,7021,14019,BMW,92.0,2712511
5759,7026,3575,Mercedez-Benz,73.0,2767742
796,974,9219,BMW,82.0,1373953
98,119,13630,Toyota,159.0,2105137
3913,4812,7465,LADA,313.0,2324374
100,121,9384,Mercedez-Benz,326.0,862856
10837,13254,13990,KIA,305.0,1823338
5904,7213,11381,Audi,458.0,1036548
10824,13237,5049,Daewoo,196.0,991871
10752,13153,9399,Toyota,481.0,1752778
6001,7333,5049,Infiniti,220.0,2350532
6058,7402,3280,KIA,143.0,3526467
6064,7408,3911,Infiniti,70.0,3690176
3615,4452,3613,Infiniti,305.0,3028002
10720,13114,3836,Mercedez-Benz,440.0,2696711
6126,7489,14445,Ford,458.0,1597423
6132,7496,18129,LADA,496.0,3833680
3552,4376,10086,BMW,469.0,1481063
3758,4621,8848,Nissan,332.0,3245318
5555,6791,8108,Subaru,118.0,216139
12166,14851,19011,Mercedez-Benz,281.0,551037
5544,6779,11151,Nissan,352.0,3103685
11350,13861,3292,Ford,462.0,2819460
11305,13808,3292,Daewoo,290.0,3234298
4717,5760,15261,BMW,94.0,1155043
4748,5800,9212,Subaru,381.0,892816
4753,5806,18980,Toyota,494.0,821157
4783,5842,8108,Toyota,308.0,3828008
4815,5880,5536,Infiniti,92.0,1982838
12240,14938,5049,Subaru,408.0,3139112
4936,6026,4344,Mercedez-Benz,120.0,3882364
11221,13707,720,Nissan,299.0,3132390
5077,6206,10251,Infiniti,289.0,1431582
494,593,4640,Mercedez-Benz,127.0,1228911
5079,6208,3389,BMW,134.0,821555
5108,6249,18442,Toyota,327.0,670570
11193,13673,1792,Ford,128.0,708958
650,797,11751,Toyota,410.0,1554367
5224,6390,13381,KIA,494.0,204824
11088,13549,13213,Toyota,75.0,485729
5319,6506,18657,Daewoo,275.0,2127254
5339,6530,871,BMW,446.0,824591
5350,6545,7901,Toyota,369.0,1877540
11069,13527,16360,Daewoo,306.0,2192339
11483,14010,4582,Toyota,137.0,1899841
5431,6640,2442,KIA,363.0,3818491
5472,6686,10321,LADA,343.0,2719438
5508,6732,4334,Toyota,428.0,1615967
5509,6735,1108,Toyota,147.0,324725
922,1129,9384,LADA,221.0,1736411
6244,7638,1792,LADA,352.0,1355824
6066,7413,11151,Nissan,494.0,2326702
10448,12786,3383,Subaru,165.0,2934115
3059,3762,4640,Subaru,315.0,3156942
2995,3687,3555,Infiniti,408.0,3245593
6280,7682,6690,Mercedez-Benz,173.0,2882395
2977,3667,1672,Infiniti,87.0,706508
7129,8702,4804,Subaru,184.0,2339085
7132,8705,18658,Audi,283.0,2018048
2962,3649,3911,KIA,234.0,3028627
2961,3648,16591,Audi,274.0,1357144
1090,1335,10414,Infiniti,365.0,1351939
7240,8842,12342,Infiniti,452.0,1717139
7245,8849,754,Mercedez-Benz,388.0,2268610
10405,12737,7339,Ford,350.0,2364961
10503,12852,6332,LADA,300.0,2205173
10396,12723,39,Nissan,487.0,1785839
220,264,7656,BMW,78.0,342366
2886,3556,11260,Nissan,141.0,3515590
2855,3520,1675,Nissan,306.0,1708617
2834,3490,12456,Audi,193.0,3769692
10351,12670,11424,Subaru,260.0,3542714
2801,3454,8800,Daewoo,217.0,877565
2749,3387,7403,LADA,333.0,819811
10310,12621,7945,LADA,259.0,1017596
2675,3292,3209,Audi,403.0,1531130
2665,3280,19011,LADA,250.0,1663132
2657,3270,5024,Subaru,351.0,891667
1176,1444,13213,Subaru,200.0,1977270
217,260,11424,Infiniti,283.0,3083311
6909,8441,13229,Subaru,160.0,319244
9514,11631,11751,KIA,291.0,1529710
6860,8384,11424,LADA,163.0,1445000
6301,7709,16345,LADA,443.0,3651884
151,184,15869,Daewoo,348.0,3061365
3382,4169,8466,Ford,202.0,2108832
10527,12879,10100,Subaru,122.0,1212562
6554,8017,1684,Subaru,133.0,2061931
3235,3985,7656,Nissan,256.0,204739
3215,3960,3389,Infiniti,364.0,2873664
6741,8244,10982,Daewoo,369.0,753098
3179,3911,2060,LADA,255.0,2562374
10520,12872,9219,LADA,276.0,2361037
3154,3880,7585,LADA,499.0,3866873
6835,8352,491,Daewoo,387.0,2642452
6840,8359,9758,Subaru,311.0,3867078
6791,8303,4055,KIA,436.0,949320
11312,13816,9262,Nissan,345.0,1432288
11337,13846,11160,Daewoo,466.0,3936156
11289,13790,5354,KIA,358.0,3638450
1169,1435,6759,Ford,171.0,3709051
10660,13039,9575,Subaru,398.0,251500
10344,12662,253,Subaru,319.0,2975595
10248,12549,5629,Ford,291.0,372816
970,1190,11744,Nissan,477.0,2226272
11034,13489,2780,BMW,406.0,1981409
11041,13496,8599,Subaru,491.0,2677831
10313,12624,14352,KIA,134.0,738144
10187,12476,7670,BMW,85.0,524330
10722,13116,169,BMW,135.0,788659
11328,13836,8775,Subaru,353.0,1474561
1470,1808,19172,Infiniti,383.0,1226462
10178,12466,2301,KIA,198.0,2755088
1532,1888,12723,KIA,285.0,873803
10413,12747,7236,KIA,129.0,1830183
1494,1841,5119,BMW,227.0,604210
9888,12106,7278,Toyota,479.0,1559823
10836,13253,1025,Subaru,138.0,1738017
10515,12867,1245,Subaru,373.0,886752
9841,12042,11516,Daewoo,129.0,2151529
1393,1707,14361,Daewoo,137.0,3930761
1424,1751,11175,Infiniti,359.0,350101
1036,1269,2780,Subaru,492.0,604344
9959,12198,482,BMW,378.0,955351
9856,12063,11284,Infiniti,156.0,1694882
10729,13126,1339,Nissan,356.0,423606
10502,12851,11830,Subaru,115.0,1785513
11205,13687,2156,LADA,78.0,2720671
888,1090,1903,Ford,143.0,2374994
10687,13074,2780,Daewoo,463.0,716183
0,0,6823,LADA,112.0,373960
1630,2011,19237,Nissan,399.0,1868145
5808,7087,13649,Infiniti,461.0,1743137
5892,7195,10523,Infiniti,93.0,2286201
3725,4583,493,KIA,366.0,3030422
5898,7204,11160,Nissan,393.0,1838314
3708,4564,5354,Audi,340.0,2777183
5948,7271,2272,Daewoo,359.0,3553481
3688,4538,16014,KIA,330.0,1373499
6043,7384,17108,BMW,76.0,3188235
6062,7406,18778,Infiniti,402.0,910830
6090,7445,7217,Mercedez-Benz,126.0,1365590
6107,7466,3253,Mercedez-Benz,133.0,1535802
5769,7043,19481,Subaru,243.0,3591939
3550,4374,18602,Infiniti,229.0,1958338
6275,7677,17108,Mercedez-Benz,134.0,3761064
6320,7731,2780,Subaru,138.0,3968597
6353,7770,8554,Toyota,220.0,2277004
3425,4218,13559,KIA,211.0,470221
6363,7781,2855,Audi,422.0,3696984
3417,4208,1900,Mercedez-Benz,404.0,2989809
6406,7833,18602,Ford,264.0,474652
6453,7893,5575,Mercedez-Benz,290.0,496232
3362,4144,1536,BMW,268.0,3916379
6471,7918,17108,Mercedez-Benz,321.0,325600
3328,4101,15079,Audi,437.0,3643986
6254,7651,1023,Toyota,310.0,1450664
3787,4656,7062,LADA,437.0,674332
5765,7039,17680,Infiniti,495.0,1679055
5705,6961,9478,Daewoo,484.0,2983953
4497,5499,6072,Ford,84.0,237917
4533,5541,7217,Subaru,335.0,3346478
4612,5636,12903,Nissan,383.0,3847512
4453,5450,18778,Daewoo,460.0,1912810
4623,5648,493,Infiniti,105.0,1994780
4691,5729,14233,KIA,111.0,3469308
4761,5814,4847,BMW,460.0,221090
4821,5886,1789,Toyota,406.0,1881391
4953,6044,6613,Toyota,440.0,957683
5052,6177,17108,Mercedez-Benz,365.0,3146464
5068,6195,3449,Mercedez-Benz,186.0,2839078
4220,5183,4878,BMW,113.0,2920550
5133,6276,8698,Audi,208.0,3267464
5151,6299,7872,Audi,454.0,205065
5201,6362,6976,BMW,340.0,3525574
5255,6428,6613,Toyota,464.0,1852595
4072,5002,11744,KIA,350.0,2111188
5335,6525,8316,BMW,320.0,2244383
4003,4915,10595,Toyota,331.0,2636632
3996,4906,11516,Toyota,306.0,1824419
5525,6757,7062,Mercedez-Benz,186.0,486694
5665,6913,17704,Nissan,89.0,302806
3850,4738,12903,Toyota,418.0,908172
3841,4727,9575,Nissan,273.0,2893374
5693,6945,11442,Subaru,362.0,2363596
3264,4025,9478,Audi,279.0,2357693
9476,11586,19237,BMW,384.0,3666320
6735,8235,1903,Nissan,188.0,782539
3070,3776,17108,Mercedez-Benz,160.0,993146
2452,3019,14928,LADA,70.0,3187357
8053,9858,8844,Nissan,384.0,2739402
2390,2943,16775,Daewoo,487.0,1650000
2324,2858,12679,KIA,350.0,3505724
8312,10177,3318,LADA,90.0,204339
8439,10327,19901,LADA,84.0,681629
8506,10405,17108,Nissan,382.0,2121463
8530,10436,2999,BMW,180.0,3617762
2131,2617,6246,Daewoo,273.0,1621986
8596,10517,6117,Audi,392.0,246406
2059,2529,2845,Subaru,180.0,676435
7997,9779,2646,Toyota,99.0,855670
8748,10690,2999,Daewoo,170.0,724790
8781,10727,7278,Ford,85.0,344751
1976,2436,3824,Subaru,387.0,1608539
8848,10813,3528,BMW,127.0,2144631
8861,10827,6657,Subaru,287.0,3683545
8930,10907,13649,KIA,191.0,1203060
8975,10962,3686,KIA,73.0,2684349
9122,11135,2630,Nissan,275.0,558776
1772,2183,4273,LADA,274.0,1960053
9171,11207,7612,Audi,206.0,3977287
9215,11268,4752,LADA,273.0,3387247
1702,2098,14689,Toyota,290.0,3177909
8772,10716,18048,BMW,137.0,333782
7973,9750,12701,Ford,241.0,3772263
2492,3064,5119,Daewoo,388.0,1867178
2501,3074,2780,Infiniti,243.0,1791111
6988,8538,3449,Daewoo,306.0,2398644
6996,8548,1911,BMW,398.0,1346703
7031,8586,2232,KIA,193.0,350017
2992,3683,7831,LADA,100.0,2340206
2988,3679,5606,Subaru,316.0,403035
7158,8737,13559,Nissan,249.0,2947955
2906,3580,19172,Daewoo,354.0,3347480
2902,3574,12866,LADA,130.0,3674268
7298,8914,12698,BMW,482.0,1119474
7326,8948,6872,Infiniti,134.0,588553
7334,8956,6394,Ford,476.0,2721229
7367,8990,16778,KIA,478.0,3956331
2724,3357,5945,Daewoo,335.0,921225
7557,9224,17570,Ford,307.0,2349991
7622,9304,8316,Mercedez-Benz,192.0,3536037
7633,9315,3449,Toyota,140.0,3767444
2620,3227,11442,Toyota,118.0,2128129
7726,9427,7101,Ford,265.0,2107331
7738,9443,16778,Subaru,365.0,217766
11386,13898,13905,Daewoo,81.0,1878921
2580,3179,9930,Nissan,221.0,2876029
7784,9507,8686,Toyota,109.0,1745389
2551,3143,1805,KIA,234.0,383676
7897,9645,4838,Daewoo,336.0,2753480
7923,9678,5043,Audi,159.0,2977641
3120,3838,19397,Nissan,101.0,941709
2583,3183,12723,Daewoo,456.0,3346712
4504,5508,5263,Toyota,491.0,988541
109,131,253,Nissan,88.0,1576453
255,304,6175,Mercedez-Benz,294.0,710328
463,551,5119,Daewoo,480.0,2458233
11565,14110,4254,LADA,374.0,1986158
12047,14707,253,Toyota,318.0,1025512
120,148,9532,Daewoo,383.0,2373516
11622,14184,9273,Toyota,165.0,3714681
11578,14127,10523,Subaru,335.0,2827351
11535,14074,13559,Toyota,197.0,2140960
417,499,14643,Toyota,397.0,1325010
249,298,11440,Subaru,124.0,2631784
11670,14241,16137,Nissan,262.0,3723063
11875,14486,7182,Mercedez-Benz,82.0,2443592
12194,14882,3560,Ford,148.0,3152427
292,342,12723,BMW,250.0,1721366
407,488,8844,Subaru,356.0,1162192
1386,1700,14374,Infiniti,369.0,3104583
3665,4510,18109,LADA,352.0,223134
3018,3712,3312,Daewoo,493.0,2533686
3406,4195,18578,Subaru,372.0,2781489
2326,2862,5999,Toyota,354.0,1221314
7029,8583,14790,Infiniti,498.0,287514
3926,4828,3127,Infiniti,330.0,3232246
11605,14163,9717,BMW,344.0,1653528
10775,13178,18238,Mercedez-Benz,414.0,1420110
3416,4207,5060,Ford,186.0,3247606
2108,2591,512,Infiniti,452.0,290906
7375,8998,11343,Subaru,265.0,915227
2130,2616,274,Mercedez-Benz,280.0,813305
3418,4209,16036,Toyota,459.0,214544
3431,4224,10123,KIA,312.0,1249856
7017,8570,10741,Infiniti,250.0,1406527
2606,3210,3603,Audi,197.0,2339076
4991,6094,2946,BMW,300.0,802717
8886,10857,2994,Infiniti,90.0,2559276
5018,6133,17918,LADA,175.0,3608522
720,882,16989,Toyota,192.0,3433892
2321,2855,12119,Daewoo,263.0,654757
11651,14218,3853,KIA,137.0,2486331
9381,11468,13692,BMW,219.0,3758847
5633,6876,9717,LADA,138.0,3092942
5627,6870,15446,Ford,475.0,2674060
6439,7875,3415,Mercedez-Benz,447.0,3261171
7061,8618,2994,Mercedez-Benz,92.0,1027642
2086,2563,15381,LADA,235.0,1567637
8178,10015,13995,BMW,73.0,1335560
9874,12087,2208,BMW,123.0,2817843
173,209,4610,Daewoo,272.0,3896860
2359,2907,13919,Ford,245.0,3717959
4358,5342,15110,Toyota,206.0,2287834
7792,9518,4827,KIA,413.0,1918882
6428,7862,10015,KIA,72.0,3512297
1797,2214,5065,Ford,477.0,2922372
8648,10577,16071,Ford,194.0,729956
6412,7842,4693,KIA,172.0,3895400
3193,3930,9340,Subaru,211.0,2475726
4818,5883,5814,BMW,408.0,2784049
7772,9490,11343,Audi,419.0,926394
9866,12076,14537,Ford,223.0,2938866
11135,13606,17311,Daewoo,197.0,1269227
3680,4528,14580,KIA,183.0,1348406
1802,2222,13170,Subaru,200.0,985566
8830,10790,10671,Infiniti,413.0,1453989
3676,4523,2174,Infiniti,148.0,3920462
11849,14454,12860,LADA,390.0,2770095
7345,8968,6671,Subaru,82.0,2376755
9434,11529,3660,Infiniti,276.0,2720680
6782,8294,6848,Toyota,484.0,1603794
4245,5212,19903,KIA,260.0,2066045
2248,2762,3127,Audi,472.0,2596611
6156,7527,11337,Nissan,271.0,2551560
5362,6559,3190,Subaru,179.0,2862745
9652,11802,10289,Subaru,378.0,451692
3557,4382,2764,Nissan,310.0,1838854
9610,11756,18017,LADA,425.0,3125741
10665,13044,10289,KIA,449.0,3547245
5192,6350,17238,BMW,157.0,3019579
4151,5095,66,Audi,193.0,2982415
5209,6373,16934,Ford,251.0,1604585
10782,13185,13863,LADA,90.0,2557198
2213,2719,15381,Toyota,196.0,2421263
1491,1838,8167,BMW,287.0,3778927
348,414,14145,KIA,471.0,1363775
1875,2311,9691,Subaru,488.0,2298614
3121,3839,6908,Ford,463.0,2546532
3508,4325,12557,LADA,117.0,2260755
7571,9242,34,BMW,404.0,3817109
10764,13165,5089,Ford,439.0,1930830
5247,6418,6639,Audi,154.0,1139651
6196,7574,3301,Daewoo,236.0,3609285
4083,5014,15006,Infiniti,72.0,2518326
9588,11729,5065,Ford,353.0,3154513
4098,5033,11133,Ford,244.0,2547694
4100,5035,2994,Audi,417.0,1105488
3486,4298,9088,Daewoo,321.0,1991007
1541,1900,10533,Ford,173.0,324165
7625,9307,14355,Mercedez-Benz,220.0,3998992
2258,2776,5814,Toyota,446.0,2189991
4387,5376,8792,KIA,349.0,1524122
10497,12845,7000,LADA,478.0,1846283
5487,6707,2994,Ford,125.0,3938713
310,365,2727,Subaru,434.0,1981321
11619,14181,6673,Infiniti,169.0,3011112
12091,14762,7000,Ford,226.0,3909937
5439,6649,17918,Mercedez-Benz,147.0,1805252
4228,5192,12287,BMW,247.0,3445941
11754,14340,13170,Daewoo,169.0,891288
11642,14208,13750,Infiniti,495.0,539057
5437,6647,7098,KIA,451.0,775775
5074,6201,458,LADA,210.0,1989773
2304,2834,9203,KIA,376.0,3688816
7009,8562,4827,Audi,204.0,2970202
5092,6227,19855,Toyota,122.0,2992303
7669,9361,18109,LADA,426.0,2742366
10877,13300,2966,Audi,397.0,3019947
3159,3885,8051,Daewoo,162.0,2405490
9056,11058,8928,Subaru,96.0,733301
6073,7422,998,LADA,245.0,2120185
2171,2667,19593,Infiniti,207.0,3424326
1913,2356,7098,Subaru,179.0,1896731
3056,3757,5095,Nissan,347.0,3645255
9504,11620,5314,Mercedez-Benz,457.0,1928949
8341,10210,4870,Audi,319.0,2583400
5394,6594,7455,Toyota,297.0,1524733
5089,6223,11337,BMW,70.0,617503
10309,12620,12199,Nissan,190.0,2026474
3173,3903,5734,Mercedez-Benz,386.0,2214854
1322,1620,36,BMW,341.0,1376927
3724,4582,2994,Infiniti,365.0,1121185
9971,12212,1628,KIA,78.0,3838644
11441,13964,11337,BMW,232.0,3500393
1736,2139,3312,Ford,411.0,3545742
544,653,496,Audi,300.0,3483942
7290,8903,5484,Subaru,313.0,1205403
365,435,19197,Nissan,132.0,1093530
4545,5559,5999,Subaru,455.0,1500022
8807,10763,18542,BMW,216.0,2542803
